Name,Address,Year,Keywords,Latitude,Longitude,Belongs_to_Berlin,matched_styles,matched_types
Pergamon Museum,Berlin Bezirk Mitte Mitte Am Kupfergraben5,1909–1930,Bauensemble Museumsinsel Neoklassizismus Portikus Kolonnade Vorhofes dorischen Pilastern Giebel Kolonnade Portikus Museumsinsel Museum Berliner Museumsinsel Baustil Neoklassizismus,52.5203423,13.3951841,True,Klassizismus - Klassizismus,Öffentliche Gebäude - Mausoleum
Potsdamer Platz,Berlin Bezirk Mitte Tiergarten Potsdamer Platz,1991,Blockrandbebauung Platz Stadtplanung Wettbewerb,52.5096488,13.3759441,True,,Öffentliche Gebäude - Stadtplanung
Nilpferd-Haus,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Hardenbergplatz8,1997,Glasdach Glashaus Stahlkonstruktion Tragkonstruktion Zoogebäude,52.506915,13.3343146,True,,Gewächshäuser und Gärten - Glashaus
Max-Schmeling-Boxsporthalle,Berlin Bezirk Pankow Prenzlauer Berg Cantianstraße24,1992,"Sportanlage Sporthalle unterirdisch Wettbewerb, 1. Preis Beton Parkett Bodenbelag",52.5434682,13.4077377,True,,Freizeiteinrichtungen - Park
Fachschule für Sozialversicherungswesen,Berlin Bezirk Treptow-Köpenick Oberschöneweide Helmholtzstraße37;Helmholtzstraße@Nalepastraße,1993–1998,"Anbau Berufsschule Erweiterung Schule Wettbewerb, 1. Preis",52.4662691,13.5074343,True,,
Gustav-Adolf-Kirche,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Herschelstraße 14-15,1931–1933,Kirchengebäude Architektenwettbewerb Bronze Denkmalschutz Neuen Bauens Empore Kirche,52.5283542,13.2989246,True,,Öffentliche Gebäude - Technikgebäude
Wohnsiedlung Sonnenhof,Berlin Bezirk Lichtenberg Friedrichsfelde Marie-Curie-Allee,ca. 1920–ca. 1930,Dachfenster Ortbeton Sichtbeton Siedlung Wohnanlage,52.5050779,13.5004291,True,,
Nazarethkirche,Berlin Bezirk Mitte Wedding Müllerstraße27; Leopoldplatz,1832–1834,Jesu Emporen Arkadengang Kindertagesstätte Kirche,52.5470911,13.3580621,True,,
Amerika-Haus,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Hardenbergstraße22-24,1957,Mosaikfassade Kulturzentrum,52.5065616,13.3304503,True,,
Großsiedlung Onkel Toms Hütte,Berlin Bezirk Steglitz-Zehlendorf Zehlendorf Argentinische Allee,1926–1932,Neuen Bauen Farbe Garten Geschosswohnung Großsiedlung Mehrfamilienhaus Rücksprünge Vorspringen Wohnanlage Zeile Großkomplex,52.4474456,13.246173,True,,Wohngebäude - Gartenhaus
Schalt- und Gleichrichterwerk Friedrichstraße,Berlin Bezirk Mitte Mitte Planckstraße13,1927–1928,Technikgebäude Umspannstation S-Bahnverkehr Mauerwerk aus Ziegel,52.520267,13.3898493,True,,Öffentliche Gebäude - Technikgebäude
Dorfkirche Marienfelde,Berlin Bezirk Tempelhof-Schöneberg Marienfelde(Alt-Marienfelde) An der Dorfkirche 5,ca. 1210,Tempelritter Satteldach Jugendstil Kirche Spätromanik Saalkirche Glaubensrichtung: Templerorden,52.4134359,13.3672814,True,Mittelalter - Romanik,
Hotel am Zoo,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Kurfürstendamm25,,Denkmalschutz Renovierung Sanierung Bossenwerk verputzt historistische Schmuckgiebel Erker Karyatiden Kino Loggien Stuckdecke Aufstockung Hotel Umbau,52.5036812,13.3292178,True,Historismus - Historismus,Denkmalschutz - Denkmalschutz
2. und 3. »Notkirche« für Berlin,Berlin,1950,Kirche Glaubensrichtung: evangelisch Bartning-Notkirche Typ B,52.52000659999999,13.404954,True,,
Grabmal F. Friedlaender,Berlin Bezirk Lichtenberg Friedrichsfelde,1917,Grabmal,52.50965619999999,13.5189846,True,,
Neue Wache,Berlin Bezirk Mitte Mitte Unter den Linden4,1816–1818,Gedenkstätte Travertin Eckrisalite dorischen Giebel Granit Bronze Marmor Eingang Innenarchitektur Introvertiertheit Klassizismus Oberlicht Gedenkstätte,52.519444,13.406667,True,Antike - Römische Architektur,Öffentliche Gebäude - Gedenkstätte
Sanierung des Alten Chemiegebäudes der TU-Berlin,Berlin,ca. 1990,Sanierung Universitätsgebäude,52.52000659999999,13.404954,True,,
Wohnbau am Rummelsburger See,Berlin Bezirk Lichtenberg Rummelsburg(Rummelsburger Bucht),1994–1997,Wohnanlage,52.497572,13.4755489,True,,
Dampfwäscherei,Berlin Bezirk Tempelhof-Schöneberg Tempelhof Teilestraße 23,1911–1912,1-geschossig Fassadenornamentik Mauerwerksfassade aus Ziegel Wäscherei,52.46040420000001,13.4092402,True,,Öffentliche Gebäude - Wäscherei
Leninplatz,Berlin Bezirk Friedrichshain-Kreuzberg Friedrichshain Platz der Vereinten Nationen,1968–1970,Granit Plattenbauten Denkmalschutz Hochhaus Atelier Terrasse Loggien Plattenbauwerks Solitär Kinderbetreuungseinrichtungen Findlinge Granitsteine Platz Findlingen,52.5231205,13.430316,True,,Öffentliche Gebäude - Palast
Bristol Hotel Kempinski,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Kurfürstendamm27,1951–1952,"Restaurant Restaurants Bar Hallenbad Eckhaus Hotel Lochfassade Ecke, rund",52.5038476,13.3271761,True,,Industriegebäude - Halle
Mehrfamilienhaus in Berlin,Berlin Bezirk Pankow Prenzlauer Berg Lychener Straße 43,ca. 2000,Baulücke Belichtung Glasfassade Lage: Platz Mehrfamilienhaus,52.54410420000001,13.4174614,True,,Öffentliche Gebäude - Palast
Tauentzienpalast,Berlin Bezirk Tempelhof-Schöneberg Schöneberg Nürnberger Straße 50-55,1928–1931,"denkmalgeschütztes Erker Art déco Bauhausstil 5-geschossig Art Déco Fassadengliederung, horizontal Geschäftshaus Lagerhaus Skelettbau aus Stahl Steinplattenfassade Baustil",52.5018649,13.338273,True,Moderne - Bauhaus,Gewächshäuser und Gärten - Gewächshaus
U-Bahnstation Eberswalder Straße,Berlin Bezirk Pankow Prenzlauer Berg Schönhauser Allee; Eberswalder Straße,1911–1913,Hochbahnstation Bahnstation U-Bahnverkehr Hochbahn,52.5410774,13.4123261,True,,
Grabmal Knaut,Berlin Bezirk Steglitz-Zehlendorf Zehlendorf,1925,Grabmal,52.43507719999999,13.2604251,True,,
Haus Dr. Günther,Berlin Bezirk Charlottenburg-Wilmersdorf Grunewald Bismarckallee32-36,1960,2-geschossig Einfamilienhaus Flachdach,52.4846471,13.2728885,True,,Wohngebäude - Einfamilienhaus
Kindertagesstätte und Jugendzentrum,Berlin Bezirk Pankow Französisch Buchholz(Buchholz-West) Nantestraße 69; Blankenfelder Straße 50,1994,"Kindergarten Kindertagesstätte Wettbewerb, 1. Preis",52.605923,13.4200291,True,,
Oberbaumbrücke,Berlin Bezirk Friedrichshain-Kreuzberg Kreuzberg Oberbaumstraße Berlin Bezirk Friedrichshain-Kreuzberg Friedrichshain Oberbaumstraße,1896,Verbindung neugotisches Hochbahngleise viadukt Kreuzgangs Beton Gewölben Mosaiksteinchen Architektenwettbewerb Wandbild Bogentragwerk Brücke Stahlkonstruktion Umbau alt-neu Planer,52.5009633,13.4432148,True,,
Christoph-Kolumbus-Schule,Berlin Bezirk Reinickendorf Reinickendorf Büchsenweg 23a,1964–1970,Denkmalschutz Mensa Aula Bauensemble Grundschule Schule,52.57577509999999,13.366711,True,,Denkmalschutz - Denkmalschutz
Neuer Pavillon (Schinkelpavillon),Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Luisenplatz;Charlottenburger Ufer,1825,Kassettierung Villa Balkon Attika 2-geschossig Form: Kubus Klassizismus Pavillon Solitär,52.5213781,13.2997394,True,Klassizismus - Klassizismus,
Schalt- und Gleichrichterwerk Ebersstraße,Berlin Bezirk Tempelhof-Schöneberg Schöneberg Werdauer Weg 8,1927–1928,Umspannstation S-Bahnverkehr Mauerwerk aus Ziegel,52.4785222,13.351878,True,,
Umbau Theater Tribüne,Berlin,1926–1927,Theater Umbau,52.52000659999999,13.404954,True,,
Hochhaus Friedrichstraße (Kennwort: Gute Nutzfläche),Berlin Bezirk Mitte Mitte Friedrichstraße,1921,Form: Dreieck Hochhaus Wettbewerb,52.5147655,13.3891804,True,,
U-Bahnhof Weinmeisterstraße,Berlin Bezirk Mitte Mitte Weinmeisterstraße,1930,Fliesen Denkmalschutz Bahnstation Farbe: blau Farbigkeit unterirdisch U-Bahnverkehr,52.5253926,13.4052223,True,,Denkmalschutz - Denkmalschutz
Sankt Matthäi-Kirche,Berlin Bezirk Mitte Tiergarten Matthäikirchplatz,1844–1846,Giebel Satteldächer Bronze Kirche Historismus Sankt Matthäus,52.5082134,13.3673378,True,Historismus - Historismus,
Kaufhaus in der Friedrichstraße,Berlin Bezirk Mitte Mitte Friedrichstraße,ca. 2000,Block Form: Quadrat Kaufhaus Fassadenraster,52.5147655,13.3891804,True,Barock/Rokoko - Barock,
Marie-Elisabeth-Lüders-Haus,Berlin Bezirk Mitte Mitte Adele-Schreiber-Krieger-Straße;Schiffbauerdamm,bis 2003,Rotunde Betonkonstruktion Glasfassade Regierungsgebäude Sichtbeton,52.5209398,13.3770567,True,,Öffentliche Gebäude - Regierungsgebäude
Ritterstraße Nord und Süd,Berlin Bezirk Friedrichshain-Kreuzberg Kreuzberg Ritterstraße,1978–1980,Blockrandbebauung IBA 1984 (Berlin) Postmoderne Stadtplanung Wohnanlage,52.5028885,13.4053578,True,Moderne - Postmoderne,Öffentliche Gebäude - Stadtplanung
Wohn- und Geschäftshaus,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Bismarckstraße98,ca. 1960,,52.5116931,13.3115734,True,,
Café Bravo (Kunstraum »Café Bravo«),Berlin Bezirk Mitte Mitte Auguststraße69,ca. 1998,Café Form: Kubus Glasfassade Hof Museum für Kunst Pavillon Stahlkonstruktion Spiegelglas,52.519444,13.406667,True,,Öffentliche Gebäude - Mausoleum
Wohnhaus,Berlin Bezirk Charlottenburg-Wilmersdorf Westend Am Rupenhorn9,1935,Einfamilienhaus Internationaler Stil,52.51621189999999,13.2600039,True,Moderne - Internationaler Stil,Wohngebäude - Einfamilienhaus
Büro- und Geschäftshaus Hofgarten,Berlin Bezirk Mitte Mitte,1996,Blockrandbebauung Bürogebäude Geschäftshaus Lage: Platz,52.519444,13.406667,True,,Öffentliche Gebäude - Palast
Jahn-Sportpark,Berlin Bezirk Pankow Prenzlauer Berg Gaudystraße;Cantianstraße; Topsstraße,1994,Sportanlage Stadion,52.5427445,13.4119003,True,,Sonstige Gebäude - Sportanlage
Breite Straße,Berlin Bezirk Mitte Mitte Breite Straße,ca. 1990,"Blockrandbebauung Geschosswohnung Mehrfamilienhaus Stadtplanung Wettbewerb, 1. Preis",52.5153892,13.4039479,True,,Öffentliche Gebäude - Stadtplanung
Kaiser Wilhelm-Gedächtniskirche,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Breitscheidplatz,1957–1963,Bauensembles Moderne Architektenwettbewerb Neoromanik Tuff Baustil mosaiken Petrus Petrus Petrus wiederaufzubauen Architektenwettbewerb oktogonales denkmalgeschützt Betongitter Bauensembles Anbau Aufständerung Betonwaben Eingang Farbe: blau Kirche Ensemble Form: Kreuz Lichtführung Schallschutz Skelettbau aus Stahl Sockel Solitär Struktur Turm Wiederaufbau Gedenkkirche Baustil Neoromanik Moderne,52.5047297,13.3352316,True,Mittelalter - Vorromanik,Öffentliche Gebäude - Turm
A+T Projekt am Potsdamer Platz,Berlin Bezirk Mitte Tiergarten Köthener Straße4;Stresemannstraße,1996–1999,Bürogebäude Geschäftshaus,52.5066763,13.3763523,True,,Gewächshäuser und Gärten - Gewächshaus
Mehrfamilien-Wohnhäuser im Märkischen Viertel,Berlin Bezirk Reinickendorf Märkisches Viertel,1962,Balkon Flachdach Geschosswohnung Hochhaus Hof Lochfassade Mehrfamilienhaus Plastizität Großkomplex 12-geschossig,52.6002295,13.3567669,True,,Wohngebäude - Einfamilienhaus
Kriegerdenkmal der Neuen Wache,Berlin Bezirk Mitte Mitte Unter den Linden4,1930,Denkmal Wettbewerb Gedenkstätte,52.519444,13.406667,True,,Öffentliche Gebäude - Gedenkstätte
Denkmal für Rudolf Virchow,Berlin Bezirk Mitte Mitte Karlsplatz,1906–1910,Denkmal,52.519444,13.406667,True,,
Erweiterung des Aussenministeriums,Berlin,1996,Erweiterung Ministerium Regierungsgebäude Wettbewerb,52.52000659999999,13.404954,True,,Öffentliche Gebäude - Regierungsgebäude
Kirche Sankt Michael,Berlin Bezirk Steglitz-Zehlendorf Wannsee Hohenzollernstraße 28,1926–1927,römisch-katholische Expressionismus Denkmalschutz Notkirche Aula Saalkirche Rathaus Portal Satteldach Dachtraufe Fassade Walmdach Stützen Empore Expressionismus Kirche Mauerwerk aus Ziegel,52.4178132,13.150541,True,Moderne - Expressionismus,Wohngebäude - Gartenhaus
Harnack-Haus,Berlin Bezirk Steglitz-Zehlendorf Dahlem Ihnestraße 16-20,1926–1929,Saalbau,52.4496,13.27937,True,,Öffentliche Gebäude - Saalbau
Ostbahnhof,Berlin Bezirk Friedrichshain-Kreuzberg Friedrichshain Am Ostbahnhof,2000,Bahnhof Geschäfte Glas Innenarchitektur Umbau,52.5103466,13.4324153,True,Antike - Römische Architektur,Öffentliche Gebäude - Bauhof
Centrum-Warenhaus,Berlin Bezirk Mitte Mitte Alexanderplatz,1967–1970,Kaufhaus,52.5222559,13.4132262,True,Moderne - Bauhaus,
Wohnblock,Berlin Bezirk Lichtenberg Zeppelinstraße,1930–1933,Block Geschosswohnung Internationaler Stil Mehrfamilienhaus,52.4658213,13.5189849,True,Barock/Rokoko - Barock,Wohngebäude - Einfamilienhaus
Kaufhaus Neckermann,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Wilmersdorfer Straße109/111;Kantstraße112/114,1963–1964,Kaufhaus,52.5414822,13.2962146,True,Moderne - Bauhaus,
CineStar-Kino,Berlin Bezirk Marzahn-Hellersdorf Kaulsdorf Stendaler Straße 25,1996–1997,Kino Multiplex-Kino,52.517596,13.5890434,True,,
Fassadensanierung,Berlin,ca. 1999,Fassade Sanierung,52.52000659999999,13.404954,True,,Freizeiteinrichtungen - Passage
Schloss Britz,Berlin Bezirk Neukölln Britz Alt-Britz 73,1795,Herrenhaus Neorenaissance Historismus Denkmalschutz barocker bronzene Schloss,52.4469124,13.4379452,True,Renaissance - Renaissance,Öffentliche Gebäude - Schloss
Dänische Botschaft,Berlin Bezirk Mitte Tiergarten Stülerstraße3-5;Rauchstraße1,6.1996,Auslandsvertretung Botschaft Wettbewerb,52.5087494,13.348858,True,,Öffentliche Gebäude - Auslandsvertretung
Montagehalle der AEG-Turbinenfabrik,Berlin Bezirk Mitte Moabit Huttenstraße12-19,1908–1909,"Giebelform Industriearchitektur Jugendstils Arts-and-Crafts Historismus restauriert Dreigelenkbinder Ecke, pylonartig Halle Industriebau Maschinenhalle Mauerwerksfassade aus Ziegel Tragwerk Mauerwerkskonstruktion Stütze aus Stahl",52.5280735,13.3240008,True,Historismus - Jugendstil,Industriegebäude - Halle
Wohn- und Geschäftshaus,Berlin Bezirk Mitte Mitte Alte Schönhauser Straße 42,2006,Geschäftshaus Mehrfamilienhaus,52.5262958,13.4077578,True,,Wohngebäude - Einfamilienhaus
Dorfschule,Berlin Bezirk Steglitz-Zehlendorf Zehlendorf Clayallee355,1828,,52.43507719999999,13.2604251,True,,
U-Bahnstation Schönhauser Allee,Berlin Bezirk Pankow Prenzlauer Berg Schönhauser Allee,1911–1913,Hochbahnstrecke weißgefliestes Sandstein Rolltreppen Bahnstation U-Bahnverkehr Hochbahn,52.5415659,13.4123322,True,,
Schlossbrücke,Berlin Bezirk Mitte Mitte Unter den Linden,1821–1824,Gewölbebrücke Sandstein Marmor Granitsockeln gusseiserne Brücke Bogenbrücke Planer,52.5168975,13.3892254,True,,
Landhaus,Berlin Bezirk Charlottenburg-Wilmersdorf Westend Lindenallee21,1908,Einfamilienhaus,52.51621189999999,13.2600039,True,,Wohngebäude - Einfamilienhaus
Alexander von Humboldt-Schule,Berlin Bezirk Treptow-Köpenick Köpenick Oberspreestraße 173-178; Mentzelstraße,1928–1929,"Gymnasium Bauhausstil Keramikfliesen Restaurierung Putz kassettierte Aula heilige Dorothea heiligen Dorothea heiligen Dorothea Gymnasium Dachterrasse Eckhaus Fensterband Fliesenfassade Form: L Schule Abtreppung, vertikal Gymnasium",52.44524999999999,13.5669791,True,Moderne - Bauhaus,
Um- und Erweiterungsbau des Deutschen Historischen Museums,Berlin Bezirk Mitte Mitte Unter den Linden2 Berlin Bezirk Mitte Mitte Hinter dem Gießhaus 3,ab 1997,Pyramide Denkmalpfleger Rolltreppe Foyers Wendeltreppe Fassade Museumsinsel Kalkstein beton Granit Anbau Erweiterung Museum Museum für Geschichte,52.51878010000001,13.3965906,True,,Öffentliche Gebäude - Mausoleum
Haus Bolle,Berlin Bezirk Steglitz-Zehlendorf Nikolassee Spanische Allee 110,1924–1925,Einfamilienhaus,52.4338999,13.2020387,True,,Wohngebäude - Einfamilienhaus
Kindertagesstätte in Berlin-Karow,Berlin Bezirk Pankow Karow Münchehagenstraße 43,ca. 1999–2000,Kindergarten Kindertagesstätte,52.6144586,13.4934812,True,,
Bebauungsplan Havelufer,Berlin Bezirk Spandau Gatow Berlin Bezirk Spandau Kladow Brandenburg Potsdam Nördliche Ortsteile Groß Glienicke,1913,Wettbewerb,52.4595308,13.137579,True,,
Hochspannungsfabrik der AEG,Berlin Bezirk Mitte Gesundbrunnen Hussitenstraße23,1909–1910,4-geschossig 6-geschossig Glasdach Industriebau Fabrik Industriehalle Lochfassade Mauerwerksfassade,52.53977,13.38549,True,,Industriegebäude - Industriebau
Postfuhramt und Haupttelegraphenamt,Berlin Bezirk Mitte Mitte Oranienburger Straße35/36/70,1875–1881,Denkmalschutz Frührenaissance Sandstein Restaurierung 3-geschossig Bürogebäude Eckhaus Eingang an der Ecke Postgebäude Historismus Baustil,52.5248348,13.3935123,True,Renaissance - Renaissance,Öffentliche Gebäude - Sanitärgebäude
Alte Nationalgalerie,Berlin Bezirk Mitte Mitte Bodestraße1-3,1862–1864,Bauensemble Museumsinsel Neorenaissance Berliner Museumsinsel Giebelfassade Tempel Treppenhaus Kirche Freitreppe rustizierten Kolonnaden Sandstein Neorenaissance Tempel Künstlerateliers Museumsinsel Klassizismus Lage: Fluß Museum für Kunst Portikus Satteldach Berliner Museumsinsel,52.519444,13.406667,True,Renaissance - Renaissance,Öffentliche Gebäude - Mausoleum
Haus Dr. Maretzki,Berlin Bezirk Steglitz-Zehlendorf Dahlem Reichensteiner Weg,1921–1922,Einfamilienhaus,52.4489993,13.2944342,True,,Wohngebäude - Einfamilienhaus
IMAX 3D-Kino,Berlin Bezirk Mitte Tiergarten Eichhornstraße;Potsdamer Platz,,Foyer Kino,52.5096488,13.3759441,True,,
Kindertagesstätte Karow-Nord,Berlin Bezirk Pankow Karow Pfannschmidtstraße 2,1993–1996,2-geschossig Fensterteilung Glasfassade Kindergarten Kindertagesstätte,52.6241583,13.4814809,True,,
dbb forum,Berlin Bezirk Mitte Mitte Friedrichstraße169/170,1999–2002,Bürogebäude,52.5148685,13.388965,True,,
Akademie der Künste,Berlin Bezirk Mitte Mitte Pariser Platz4,1993,"Meisterateliers Glasfassade Lage: Platz Lage: Stadtzentrum Universität Universitätsgebäude Wettbewerb, 1. Preis",52.519444,13.406667,True,,Öffentliche Gebäude - Palast
Bibliothek der Humboldt-Universität (Jacob-und-Wilhelm-Grimm-Zentrum),Berlin Bezirk Mitte Mitte Geschwister-Scholl-Straße 1/3,2004,Bibliothek,52.52038599999999,13.3903567,True,,
Wohnkomplex im Hansaviertel für die Interbau (Objekt 9),Berlin Bezirk Mitte Hansaviertel(Südliches Hansaviertel) Klopstockstrabe 19/21/23,1957–1958,Geschosswohnung IBA 1957 (Interbau) Mehrfamilienhaus Wohnanlage Wohnkomplex,52.5166897,13.3397281,True,,Wohngebäude - Einfamilienhaus
Badeschiff / Winterbadeschiff,Berlin Bezirk Treptow-Köpenick Alt-Treptow Eichenstraße 4,2004,Steganlage Freibad Hallenbad Holzkonstruktion Lage: Fluß Stahlkonstruktion Veränderbarkeit des Dachs Kunststofffassade Temporärarchitektur Membrandach,52.4969204,13.4540493,True,Alternative/Regionale Stile - Vernakuläre Architektur,Industriegebäude - Halle
Pepper-Haus und Hypo-Bank,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Ernst-Reuter-Platz,1960–1963,,52.5120655,13.3222579,True,,
katholische Akademie,Berlin Bezirk Mitte Mitte Hannoversche Straße5,,Friedhof Bürogebäude Höfe Aufstockung Restaurant Bürogebäude Gebäudekomplex,52.5274714,13.3844214,True,,
Wohn- und Geschäftshaus Leipziger Platz,Berlin Bezirk Mitte Mitte Leipziger Platz14,ab 1998,,52.509605,13.3779332,True,,
Wohn- und Geschäftshaus,Berlin Bezirk Friedrichshain-Kreuzberg Kreuzberg Hallesches Ufer24-28,1966–1968,balconi Appartement Eckhaus Geschäftshaus Geschosswohnung Hochhaus Mehrfamilienhaus Schiffsstil,52.5012514,13.3840965,True,,Wohngebäude - Einfamilienhaus
Wohnhaus am Checkpoint Charlie,Berlin Bezirk Friedrichshain-Kreuzberg Kreuzberg Friedrichstraße207/208,1989,Internationalen Bau­aus­stel­lung 1987 Aufständerung Baulücke Blockrandbebauung Dachgarten Erschließung Farbe Fensterband Geschosswohnung Laubengang Mehrfamilienhaus Sozialwohnung Terrasse,52.5070031,13.3902668,True,Moderne - Internationaler Stil,Wohngebäude - Einfamilienhaus
Motel Grünau,Berlin Bezirk Treptow-Köpenick Grünau Libboldallee 1-17,1968,1-geschossig Motel Pultdach Linearität Grundriß: längs,52.4137406,13.5830102,True,,
Erweiterung des Neuen Museums,Berlin Bezirk Mitte Mitte Am Kupfergraben,1994–ca. 1999,Besucherzentrum Berliner Museumsinsel Kolonnadengangs Mezzanin Café Freitreppe Anbau Anbau an Ruine Anbau an Schloss Erweiterung Lage: Fluß Lage: Stadt Lichtführung Modellbau Museum für Kunst Sockelgeschoss Trennwand Wettbewerb Plangrafik Anbau an Altbau Berliner Museumsinsel,52.5208183,13.3947453,True,,Öffentliche Gebäude - Saalbau
Deutsche Oper (Städtische Oper),Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Bismarckstraße35,1911–1912,Opernhäuser Jesu Foyers Denkmalschutz Oper Theater,52.51200009999999,13.3083831,True,,Denkmalschutz - Denkmalschutz
Hochhaus Kantdreieck,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Kantstraße155,bis 1994,Hochhaus Wettbewerb,52.5166023,13.3041054,True,,
Henry-Ford-Bau und Universitätsbibliothek,Berlin Bezirk Steglitz-Zehlendorf Dahlem Garystraße35-39,1952–1954,Neuen Sachlichkeit Bibliothek Universitätsgebäude Baustil,52.4582353,13.2870827,True,Moderne - Neue Sachlichkeit,
Müggelturm,Berlin Bezirk Treptow-Köpenick Köpenick Straße zum Müggelturm,1959–1961,Sichtachse Pagodenstil skelettbauweise eklektizistische sozialistischen Klassizismus Sanierungsbedarf instand gesetzt Denkmalschutz Disko Auskragung Fensterband Restaurant Skelettbau aus Beton Dachüberstand Dachgeschoss Aussichtsturm Aufzüge Skelettbau,52.4252239,13.614495,True,Klassizismus - Klassizismus,Denkmalschutz - Denkmalschutz
Internationales Begegnungszentrum der Wissenschaften (IBZ),Berlin Bezirk Tempelhof-Schöneberg Friedenau Wiesbadener Straße 18-23,1980–1983,"Gemeinschaftseinrichtung Mehrfamilienhaus Wohnen, integriert Gemeinschaftszentrum",52.4720348,13.3171373,True,,Wohngebäude - Wohnen
Deutscher Dom (Deutsche Kirche),Berlin Bezirk Mitte Mitte Gendarmenmarkt,1701–1708,Barock Simultankirche Bischofskirche reformierte Barock palladianischen Neobarock wiederaufgebaut Barock Kathedrale Kirche Lage: Platz Solitär,52.5132122,13.3925122,True,Barock/Rokoko - Barock,Öffentliche Gebäude - Palast
Dorfkirche Gatow,Berlin Bezirk Spandau Gatow Alt-Gatow30-38,ca. 1320,Denkmalschutz Gotisches Saalkirche Hochgotik Kirche Saalkirche,52.4867084,13.1819153,True,Mittelalter - Gotik,Denkmalschutz - Denkmalschutz
Wohnbauten in Berlin-Siemensstadt (Ringsiedlung) Bauteil Ⅳa und b,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg-Nord(Großsiedlung Siemensstadt) Geißlerpfad,1931,"Attikageschoß Flachdach Geschosswohnung Internationaler Stil Lochfassade Loggia Mehrfamilienhaus Siemensstadt Sockel Putzfassade 4,5-geschossig 3,5-geschossig",52.5399299,13.2795525,True,Moderne - Internationaler Stil,Wohngebäude - Einfamilienhaus
A+T Projekt am Potsdamer Platz (Park Kolonnaden),Berlin Bezirk Mitte Tiergarten Köthener Straße;Stresemannstraße,1996,Bürogebäude Lochfassade Stadtplanung,52.5079994,13.3779627,True,,Öffentliche Gebäude - Stadtplanung
Wohnhaus am Winterfeldtplatz,Berlin Bezirk Tempelhof-Schöneberg Schöneberg Winterfeldtstraße39;Winterfeldtplatz,,Balkon Lage: Platz Mehrfamilienhaus Formensprache,52.4957378,13.3544831,True,,Öffentliche Gebäude - Palast
S- und U-Bahnhof Alexanderplatz,Berlin Bezirk Mitte Mitte Dircksenstraße;Alexanderplatz,1878–1882,Museumsinsel Rolltreppen Granit Viaduktes Fliesen Edelstahl Bahnhof Bahnstation Glasdach Sockelgeschoss Stahlkonstruktion Tonnendach Bahnhof,52.52155630000001,13.4111577,True,,Öffentliche Gebäude - Bauhof
Focus Teleport,Berlin Bezirk Mitte Tiergarten Alt-Moabit91-96,1988–1992,,52.5233389,13.3438832,True,,
Strandbad Wannsee,Berlin Bezirk Steglitz-Zehlendorf Nikolassee Wannseebadweg 25,1929–1930,denkmalgeschützte Sanierung Denkmalschutzes Freibad Lage: See,52.4381518,13.1794578,True,,Denkmalschutz - Denkmalschutz
Kaufhaus Wertheim,Berlin Bezirk Steglitz-Zehlendorf Steglitz Schloßstraße11-15,1951–1952,Kaufhaus,52.4625757,13.3256939,True,Moderne - Bauhaus,
Monbijouplatz 3 und 5,Berlin Bezirk Mitte Mitte Monbijouplatz3/5,2000–2002,"Bürogebäude Eckhaus Fensterband Fliesenfassade Form: geschwungen Lage: Platz Ecke, abgerundet",52.52322789999999,13.3994568,True,,Öffentliche Gebäude - Palast
Bootshaus »Elektra«,Berlin Bezirk Treptow-Köpenick Oberschöneweide An der Wuhlheide192/194,1910–1912,Dachdeckung: Schiefer Klubhaus Lage: Fluß Walmdach Bootshaus,52.45710880000001,13.5436702,True,,Sonstige Gebäude - Schiff
Kapelle Dorotheenstädtischer Friedhof II,Berlin Bezirk Mitte Gesundbrunnen Liesenstraße,26.8.1951,Friedhofsgebäude Kirche Glaubensrichtung: evangelisch Diasporakapelle,52.5387156,13.3769805,True,,Öffentliche Gebäude - Verkehrsgebäude
Bilka-Kaufhaus,Berlin Bezirk Mitte Wedding Müllerstraße,1955,Kaufhaus,52.5505206,13.3517434,True,Moderne - Bauhaus,
Belvedere,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Schlosspark Charlottenburg,1789–1790,barocken Pilaster Denkmalschutz Barock Pavillon,52.5209319,13.2956165,True,Barock/Rokoko - Barock,Öffentliche Gebäude - Palast
Büro- und Ausstellungsgebäude,Berlin,,Bürogebäude,52.52000659999999,13.404954,True,,
